N  np  isd iz0    thetainf           qinf
1 5001  0   0   9.66766111e-01   1.05470546e-01
        s0            us, m/s            q_s            theta_s        rho_w, kg/m^3      nu, m^2/s
  1.00000000e-09   4.00000000e+00   4.00000000e-04   2.00000000e-01   1.02000000e+03   1.56800000e-05
      pi0              pi1              pi2              pi3              pi5              pi6
  2.50000000e+00   8.27261483e-02   6.83211225e-01   2.70483712e-05   2.30952591e-05   6.34729156e+00
      pi7              pi8              pi9              pi12             pi13             pi17
  1.32279714e+00   5.69105691e-04   1.33151534e-02   2.65503332e-06   3.06250000e+00   2.70126199e-02
     zwt, m            z0, m           z_q, m            z1, m            h, m           g, m/s^2
  5.00000000e+00   2.44897959e-02   2.90364307e-07   9.79591837e-02   1.00000000e+00   9.80000000e+00
      Ceps1            Ceps2            Ceps3             alp              alpe            alpeps
  1.44000000e+00   1.92000000e+00   1.00000000e+00   3.00000000e-01   1.00000000e+00   7.70000000e-01
      alpv              alpT            sig0t             Cb               kp              u1log
  1.00000000e+00   1.00000000e+00   6.70000000e-01   1.80000000e+00   4.32449982e-01   3.20567561e+00
    Rd, J/kg/K       Rv, J/kg/K       cw, J/kg/K      cpd, J/kg/K          kd              sigma
  2.87000000e+02   4.61510000e+02   4.21800000e+03   1.00500000e+03   2.85714286e-01   8.66949654e+02
      T0, K            P0, Pa       rho_d0, kg/m^3     D0, m^2/s       K0, J/m/s/K        pvs0, Pa
  3.00000000e+02   1.01300000e+05   1.17653891e+00   2.59664363e-05   2.62160000e-02   3.56710931e+03
        q0            l0, J/kg         Rmin, m          Rmax, m           r0, m           a0, m/s
  2.18981665e-02   2.45000000e+06   6.00000000e-05   6.00000000e-05   6.00000000e-05   3.30904593e-01
  8.64111282e+01   1.33652952e-01  -1.82663695e-02   9.53801712e-01  -6.66666669e-04   9.50293568e-01   4.54778765e+01
  8.64511242e+01   1.33636803e-01  -1.82663695e-02   9.53794638e-01  -6.66666669e-04   9.50270931e-01   4.55015980e+01
  8.64911203e+01   1.33620663e-01  -1.82663695e-02   9.53787564e-01  -6.66666669e-04   9.50248293e-01   4.55253213e+01
  8.65311164e+01   1.33604531e-01  -1.82663695e-02   9.53780490e-01  -6.66666669e-04   9.50225656e-01   4.55490463e+01
  8.65711125e+01   1.33588407e-01  -1.82663695e-02   9.53773416e-01  -6.66666669e-04   9.50203019e-01   4.55727730e+01
  8.66111086e+01   1.33572291e-01  -1.82663695e-02   9.53766343e-01  -6.66666669e-04   9.50180383e-01   4.55965015e+01
  8.66511047e+01   1.33556183e-01  -1.82663695e-02   9.53759270e-01  -6.66666669e-04   9.50157747e-01   4.56202317e+01
  8.66911007e+01   1.33540083e-01  -1.82663695e-02   9.53752198e-01  -6.66666669e-04   9.50135111e-01   4.56439637e+01
  8.67310968e+01   1.33523992e-01  -1.82663695e-02   9.53745125e-01  -6.66666669e-04   9.50112476e-01   4.56676973e+01
  8.67710929e+01   1.33507908e-01  -1.82663695e-02   9.53738053e-01  -6.66666669e-04   9.50089841e-01   4.56914328e+01
  8.68110890e+01   1.33491833e-01  -1.82663695e-02   9.53730981e-01  -6.66666669e-04   9.50067207e-01   4.57151699e+01
  8.68510851e+01   1.33475766e-01  -1.82663695e-02   9.53723910e-01  -6.66666669e-04   9.50044573e-01   4.57389089e+01
  8.68910811e+01   1.33459706e-01  -1.82663695e-02   9.53716839e-01  -6.66666669e-04   9.50021939e-01   4.57626495e+01
  8.69310772e+01   1.33443655e-01  -1.82663695e-02   9.53709768e-01  -6.66666669e-04   9.49999305e-01   4.57863919e+01
  8.69710733e+01   1.33427612e-01  -1.82663695e-02   9.53702697e-01  -6.66666669e-04   9.49976672e-01   4.58101360e+01
  8.70110694e+01   1.33411577e-01  -1.82663695e-02   9.53695627e-01  -6.66666669e-04   9.49954040e-01   4.58338819e+01
  8.70510655e+01   1.33395550e-01  -1.82663695e-02   9.53688557e-01  -6.66666669e-04   9.49931407e-01   4.58576295e+01
  8.70910616e+01   1.33379531e-01  -1.82663695e-02   9.53681487e-01  -6.66666669e-04   9.49908775e-01   4.58813788e+01
  8.71310576e+01   1.33363520e-01  -1.82663695e-02   9.53674418e-01  -6.66666669e-04   9.49886144e-01   4.59051298e+01
  8.71710537e+01   1.33347517e-01  -1.82663695e-02   9.53667349e-01  -6.66666669e-04   9.49863513e-01   4.59288826e+01
  8.72110498e+01   1.33331522e-01  -1.82663695e-02   9.53660280e-01  -6.66666669e-04   9.49840882e-01   4.59526372e+01
  8.72510459e+01   1.33315536e-01  -1.82663695e-02   9.53653211e-01  -6.66666669e-04   9.49818251e-01   4.59763934e+01
  8.72910420e+01   1.33299557e-01  -1.82663695e-02   9.53646143e-01  -6.66666669e-04   9.49795621e-01   4.60001514e+01
  8.73310380e+01   1.33283586e-01  -1.82663695e-02   9.53639075e-01  -6.66666669e-04   9.49772992e-01   4.60239111e+01
  8.73710341e+01   1.33267623e-01  -1.82663695e-02   9.53632007e-01  -6.66666669e-04   9.49750362e-01   4.60476726e+01
  8.74110302e+01   1.33251668e-01  -1.82663695e-02   9.53624940e-01  -6.66666669e-04   9.49727733e-01   4.60714358e+01
  8.74510263e+01   1.33235721e-01  -1.82663695e-02   9.53617873e-01  -6.66666669e-04   9.49705104e-01   4.60952007e+01
  8.74910224e+01   1.33219782e-01  -1.82663695e-02   9.53610806e-01  -6.66666669e-04   9.49682476e-01   4.61189674e+01
  8.75310184e+01   1.33203851e-01  -1.82663695e-02   9.53603740e-01  -6.66666669e-04   9.49659848e-01   4.61427357e+01
  8.75710145e+01   1.33187928e-01  -1.82663695e-02   9.53596673e-01  -6.66666669e-04   9.49637221e-01   4.61665059e+01
  8.76110106e+01   1.33172013e-01  -1.82663695e-02   9.53589608e-01  -6.66666669e-04   9.49614594e-01   4.61902777e+01
  8.76510067e+01   1.33156106e-01  -1.82663695e-02   9.53582542e-01  -6.66666669e-04   9.49591967e-01   4.62140513e+01
  8.76910028e+01   1.33140206e-01  -1.82663695e-02   9.53575477e-01  -6.66666669e-04   9.49569340e-01   4.62378266e+01
  8.77309989e+01   1.33124315e-01  -1.82663695e-02   9.53568411e-01  -6.66666669e-04   9.49546714e-01   4.62616036e+01
  8.77709949e+01   1.33108431e-01  -1.82663695e-02   9.53561347e-01  -6.66666669e-04   9.49524089e-01   4.62853823e+01
  8.78109910e+01   1.33092556e-01  -1.82663695e-02   9.53554282e-01  -6.66666669e-04   9.49501463e-01   4.63091628e+01
  8.78509871e+01   1.33076688e-01  -1.82663695e-02   9.53547218e-01  -6.66666669e-04   9.49478838e-01   4.63329450e+01
  8.78909832e+01   1.33060828e-01  -1.82663695e-02   9.53540154e-01  -6.66666669e-04   9.49456214e-01   4.63567290e+01
  8.79309793e+01   1.33044976e-01  -1.82663695e-02   9.53533090e-01  -6.66666669e-04   9.49433589e-01   4.63805146e+01
  8.79709753e+01   1.33029132e-01  -1.82663695e-02   9.53526027e-01  -6.66666669e-04   9.49410966e-01   4.64043020e+01
  8.80109714e+01   1.33013296e-01  -1.82663695e-02   9.53518964e-01  -6.66666669e-04   9.49388342e-01   4.64280911e+01
  8.80509675e+01   1.32997468e-01  -1.82663695e-02   9.53511901e-01  -6.66666669e-04   9.49365719e-01   4.64518819e+01
  8.80909636e+01   1.32981647e-01  -1.82663695e-02   9.53504839e-01  -6.66666669e-04   9.49343096e-01   4.64756745e+01
  8.81309597e+01   1.32965835e-01  -1.82663695e-02   9.53497777e-01  -6.66666669e-04   9.49320474e-01   4.64994688e+01
  8.81709558e+01   1.32950030e-01  -1.82663695e-02   9.53490715e-01  -6.66666669e-04   9.49297852e-01   4.65232648e+01
  8.82109518e+01   1.32934233e-01  -1.82663695e-02   9.53483653e-01  -6.66666669e-04   9.49275230e-01   4.65470625e+01
  8.82509479e+01   1.32918444e-01  -1.82663695e-02   9.53476592e-01  -6.66666669e-04   9.49252609e-01   4.65708620e+01
  8.82909440e+01   1.32902662e-01  -1.82663695e-02   9.53469531e-01  -6.66666669e-04   9.49229988e-01   4.65946631e+01
  8.83309401e+01   1.32886889e-01  -1.82663695e-02   9.53462470e-01  -6.66666669e-04   9.49207367e-01   4.66184660e+01
  8.83709362e+01   1.32871123e-01  -1.82663695e-02   9.53455409e-01  -6.66666669e-04   9.49184747e-01   4.66422706e+01
  8.84109322e+01   1.32855365e-01  -1.82663695e-02   9.53448349e-01  -6.66666669e-04   9.49162127e-01   4.66660770e+01
  8.84509283e+01   1.32839615e-01  -1.82663695e-02   9.53441289e-01  -6.66666669e-04   9.49139508e-01   4.66898850e+01
  8.84909244e+01   1.32823873e-01  -1.82663695e-02   9.53434230e-01  -6.66666669e-04   9.49116889e-01   4.67136948e+01
  8.85309205e+01   1.32808138e-01  -1.82663695e-02   9.53427170e-01  -6.66666669e-04   9.49094270e-01   4.67375063e+01
  8.85709166e+01   1.32792411e-01  -1.82663695e-02   9.53420111e-01  -6.66666668e-04   9.49071651e-01   4.67613195e+01
  8.86109127e+01   1.32776692e-01  -1.82663695e-02   9.53413052e-01  -6.66666668e-04   9.49049033e-01   4.67851344e+01
  8.86509087e+01   1.32760981e-01  -1.82663695e-02   9.53405994e-01  -6.66666668e-04   9.49026416e-01   4.68089511e+01
  8.86909048e+01   1.32745277e-01  -1.82663695e-02   9.53398936e-01  -6.66666668e-04   9.49003798e-01   4.68327695e+01
  8.87309009e+01   1.32729581e-01  -1.82663695e-02   9.53391878e-01  -6.66666668e-04   9.48981182e-01   4.68565895e+01
  8.87708970e+01   1.32713893e-01  -1.82663695e-02   9.53384820e-01  -6.66666668e-04   9.48958565e-01   4.68804114e+01
  8.88108931e+01   1.32698212e-01  -1.82663695e-02   9.53377763e-01  -6.66666668e-04   9.48935949e-01   4.69042349e+01
  8.88508891e+01   1.32682540e-01  -1.82663695e-02   9.53370706e-01  -6.66666668e-04   9.48913333e-01   4.69280601e+01
  8.88908852e+01   1.32666874e-01  -1.82663695e-02   9.53363649e-01  -6.66666668e-04   9.48890718e-01   4.69518871e+01
  8.89308813e+01   1.32651217e-01  -1.82663695e-02   9.53356592e-01  -6.66666668e-04   9.48868103e-01   4.69757157e+01
  8.89708774e+01   1.32635567e-01  -1.82663695e-02   9.53349536e-01  -6.66666668e-04   9.48845488e-01   4.69995461e+01
  8.90108735e+01   1.32619925e-01  -1.82663695e-02   9.53342480e-01  -6.66666668e-04   9.48822873e-01   4.70233782e+01
  8.90508696e+01   1.32604291e-01  -1.82663695e-02   9.53335424e-01  -6.66666668e-04   9.48800260e-01   4.70472120e+01
  8.90908656e+01   1.32588664e-01  -1.82663695e-02   9.53328369e-01  -6.66666668e-04   9.48777646e-01   4.70710475e+01
  8.91308617e+01   1.32573045e-01  -1.82663695e-02   9.53321314e-01  -6.66666668e-04   9.48755033e-01   4.70948848e+01
  8.91708578e+01   1.32557434e-01  -1.82663695e-02   9.53314259e-01  -6.66666668e-04   9.48732420e-01   4.71187237e+01
  8.92108539e+01   1.32541830e-01  -1.82663695e-02   9.53307204e-01  -6.66666668e-04   9.48709807e-01   4.71425644e+01
  8.92508500e+01   1.32526234e-01  -1.82663695e-02   9.53300150e-01  -6.66666668e-04   9.48687195e-01   4.71664067e+01
  8.92908460e+01   1.32510646e-01  -1.82663695e-02   9.53293096e-01  -6.66666668e-04   9.48664583e-01   4.71902508e+01
  8.93308421e+01   1.32495065e-01  -1.82663695e-02   9.53286042e-01  -6.66666668e-04   9.48641972e-01   4.72140966e+01
  8.93708382e+01   1.32479492e-01  -1.82663695e-02   9.53278989e-01  -6.66666668e-04   9.48619361e-01   4.72379441e+01
  8.94108343e+01   1.32463926e-01  -1.82663695e-02   9.53271935e-01  -6.66666668e-04   9.48596750e-01   4.72617933e+01
  8.94508304e+01   1.32448368e-01  -1.82663695e-02   9.53264883e-01  -6.66666668e-04   9.48574140e-01   4.72856443e+01
  8.94908264e+01   1.32432818e-01  -1.82663695e-02   9.53257830e-01  -6.66666668e-04   9.48551530e-01   4.73094969e+01
  8.95308225e+01   1.32417275e-01  -1.82663695e-02   9.53250777e-01  -6.66666668e-04   9.48528920e-01   4.73333512e+01
  8.95708186e+01   1.32401740e-01  -1.82663695e-02   9.53243725e-01  -6.66666668e-04   9.48506311e-01   4.73572073e+01
  8.96108147e+01   1.32386212e-01  -1.82663695e-02   9.53236674e-01  -6.66666668e-04   9.48483702e-01   4.73810651e+01
  8.96508108e+01   1.32370692e-01  -1.82663695e-02   9.53229622e-01  -6.66666668e-04   9.48461094e-01   4.74049245e+01
  8.96908069e+01   1.32355179e-01  -1.82663695e-02   9.53222571e-01  -6.66666668e-04   9.48438486e-01   4.74287857e+01
  8.97308029e+01   1.32339674e-01  -1.82663695e-02   9.53215520e-01  -6.66666668e-04   9.48415878e-01   4.74526486e+01
  8.97707990e+01   1.32324177e-01  -1.82663695e-02   9.53208469e-01  -6.66666668e-04   9.48393271e-01   4.74765132e+01
  8.98107951e+01   1.32308687e-01  -1.82663695e-02   9.53201419e-01  -6.66666668e-04   9.48370664e-01   4.75003795e+01
  8.98507912e+01   1.32293205e-01  -1.82663695e-02   9.53194368e-01  -6.66666668e-04   9.48348057e-01   4.75242475e+01
  8.98907873e+01   1.32277730e-01  -1.82663695e-02   9.53187319e-01  -6.66666668e-04   9.48325451e-01   4.75481172e+01
  8.99307833e+01   1.32262262e-01  -1.82663695e-02   9.53180269e-01  -6.66666668e-04   9.48302845e-01   4.75719886e+01
  8.99707794e+01   1.32246802e-01  -1.82663695e-02   9.53173220e-01  -6.66666668e-04   9.48280239e-01   4.75958617e+01
  9.00107755e+01   1.32231350e-01  -1.82663695e-02   9.53166170e-01  -6.66666668e-04   9.48257634e-01   4.76197365e+01
  9.00507716e+01   1.32215905e-01  -1.82663695e-02   9.53159122e-01  -6.66666668e-04   9.48235030e-01   4.76436130e+01
  9.00907677e+01   1.32200468e-01  -1.82663695e-02   9.53152073e-01  -6.66666668e-04   9.48212425e-01   4.76674913e+01
  9.01307638e+01   1.32185038e-01  -1.82663695e-02   9.53145025e-01  -6.66666668e-04   9.48189821e-01   4.76913712e+01
  9.01707598e+01   1.32169616e-01  -1.82663695e-02   9.53137977e-01  -6.66666668e-04   9.48167217e-01   4.77152528e+01
  9.02107559e+01   1.32154201e-01  -1.82663695e-02   9.53130929e-01  -6.66666668e-04   9.48144614e-01   4.77391362e+01
  9.02507520e+01   1.32138793e-01  -1.82663695e-02   9.53123882e-01  -6.66666668e-04   9.48122011e-01   4.77630212e+01
  9.02907481e+01   1.32123393e-01  -1.82663695e-02   9.53116835e-01  -6.66666668e-04   9.48099408e-01   4.77869080e+01
  9.03307442e+01   1.32108001e-01  -1.82663695e-02   9.53109788e-01  -6.66666668e-04   9.48076806e-01   4.78107964e+01
  9.03707402e+01   1.32092615e-01  -1.82663695e-02   9.53102741e-01  -6.66666668e-04   9.48054204e-01   4.78346865e+01
  9.04107363e+01   1.32077238e-01  -1.82663695e-02   9.53095695e-01  -6.66666668e-04   9.48031603e-01   4.78585784e+01
  9.04507324e+01   1.32061867e-01  -1.82663695e-02   9.53088649e-01  -6.66666668e-04   9.48009002e-01   4.78824719e+01
  9.04907285e+01   1.32046505e-01  -1.82663695e-02   9.53081603e-01  -6.66666668e-04   9.47986401e-01   4.79063672e+01
  9.05307246e+01   1.32031149e-01  -1.82663695e-02   9.53074557e-01  -6.66666668e-04   9.47963801e-01   4.79302641e+01
  9.05707207e+01   1.32015801e-01  -1.82663695e-02   9.53067512e-01  -6.66666668e-04   9.47941201e-01   4.79541627e+01
  9.06107167e+01   1.32000460e-01  -1.82663695e-02   9.53060467e-01  -6.66666668e-04   9.47918601e-01   4.79780631e+01
  9.06507128e+01   1.31985127e-01  -1.82663695e-02   9.53053422e-01  -6.66666668e-04   9.47896002e-01   4.80019651e+01
  9.06907089e+01   1.31969801e-01  -1.82663695e-02   9.53046378e-01  -6.66666668e-04   9.47873403e-01   4.80258689e+01
  9.07307050e+01   1.31954483e-01  -1.82663695e-02   9.53039333e-01  -6.66666668e-04   9.47850804e-01   4.80497743e+01
  9.07707011e+01   1.31939172e-01  -1.82663695e-02   9.53032290e-01  -6.66666668e-04   9.47828206e-01   4.80736814e+01
  9.08106971e+01   1.31923868e-01  -1.82663695e-02   9.53025246e-01  -6.66666668e-04   9.47805608e-01   4.80975902e+01
  9.08506932e+01   1.31908572e-01  -1.82663695e-02   9.53018202e-01  -6.66666668e-04   9.47783011e-01   4.81215008e+01
  9.08906893e+01   1.31893283e-01  -1.82663695e-02   9.53011159e-01  -6.66666668e-04   9.47760414e-01   4.81454130e+01
  9.09306854e+01   1.31878001e-01  -1.82663695e-02   9.53004116e-01  -6.66666668e-04   9.47737817e-01   4.81693269e+01
  9.09706815e+01   1.31862726e-01  -1.82663695e-02   9.52997074e-01  -6.66666668e-04   9.47715221e-01   4.81932425e+01
  9.10106776e+01   1.31847459e-01  -1.82663695e-02   9.52990031e-01  -6.66666668e-04   9.47692625e-01   4.82171598e+01
  9.10506736e+01   1.31832200e-01  -1.82663695e-02   9.52982989e-01  -6.66666668e-04   9.47670029e-01   4.82410788e+01
  9.10906697e+01   1.31816947e-01  -1.82663695e-02   9.52975948e-01  -6.66666668e-04   9.47647434e-01   4.82649995e+01
  9.11306658e+01   1.31801702e-01  -1.82663695e-02   9.52968906e-01  -6.66666668e-04   9.47624839e-01   4.82889218e+01
  9.11706619e+01   1.31786464e-01  -1.82663695e-02   9.52961865e-01  -6.66666668e-04   9.47602244e-01   4.83128459e+01
  9.12106580e+01   1.31771234e-01  -1.82663695e-02   9.52954824e-01  -6.66666668e-04   9.47579650e-01   4.83367717e+01
  9.12506540e+01   1.31756011e-01  -1.82663695e-02   9.52947783e-01  -6.66666668e-04   9.47557056e-01   4.83606992e+01
  9.12906501e+01   1.31740795e-01  -1.82663695e-02   9.52940743e-01  -6.66666668e-04   9.47534463e-01   4.83846283e+01
  9.13306462e+01   1.31725586e-01  -1.82663695e-02   9.52933702e-01  -6.66666668e-04   9.47511870e-01   4.84085591e+01
  9.13706423e+01   1.31710385e-01  -1.82663695e-02   9.52926662e-01  -6.66666668e-04   9.47489277e-01   4.84324917e+01
  9.14106384e+01   1.31695191e-01  -1.82663695e-02   9.52919623e-01  -6.66666668e-04   9.47466685e-01   4.84564259e+01
  9.14506344e+01   1.31680004e-01  -1.82663695e-02   9.52912583e-01  -6.66666668e-04   9.47444093e-01   4.84803618e+01
  9.14906305e+01   1.31664824e-01  -1.82663695e-02   9.52905544e-01  -6.66666668e-04   9.47421501e-01   4.85042994e+01
  9.15306266e+01   1.31649652e-01  -1.82663695e-02   9.52898505e-01  -6.66666668e-04   9.47398910e-01   4.85282387e+01
  9.15706227e+01   1.31634487e-01  -1.82663695e-02   9.52891467e-01  -6.66666668e-04   9.47376319e-01   4.85521797e+01
  9.16106188e+01   1.31619329e-01  -1.82663695e-02   9.52884428e-01  -6.66666668e-04   9.47353729e-01   4.85761224e+01
  9.16506149e+01   1.31604178e-01  -1.82663695e-02   9.52877390e-01  -6.66666668e-04   9.47331139e-01   4.86000667e+01
  9.16906109e+01   1.31589035e-01  -1.82663695e-02   9.52870352e-01  -6.66666668e-04   9.47308549e-01   4.86240128e+01
  9.17306070e+01   1.31573898e-01  -1.82663695e-02   9.52863315e-01  -6.66666668e-04   9.47285960e-01   4.86479605e+01
  9.17706031e+01   1.31558769e-01  -1.82663695e-02   9.52856278e-01  -6.66666668e-04   9.47263371e-01   4.86719099e+01
  9.18105992e+01   1.31543648e-01  -1.82663695e-02   9.52849240e-01  -6.66666668e-04   9.47240782e-01   4.86958611e+01
  9.18505953e+01   1.31528533e-01  -1.82663695e-02   9.52842204e-01  -6.66666668e-04   9.47218194e-01   4.87198139e+01
  9.18905913e+01   1.31513425e-01  -1.82663695e-02   9.52835167e-01  -6.66666668e-04   9.47195606e-01   4.87437683e+01
  9.19305874e+01   1.31498325e-01  -1.82663695e-02   9.52828131e-01  -6.66666668e-04   9.47173018e-01   4.87677245e+01
  9.19705835e+01   1.31483232e-01  -1.82663695e-02   9.52821095e-01  -6.66666668e-04   9.47150431e-01   4.87916824e+01
  9.20105796e+01   1.31468146e-01  -1.82663695e-02   9.52814059e-01  -6.66666668e-04   9.47127844e-01   4.88156419e+01
  9.20505757e+01   1.31453067e-01  -1.82663695e-02   9.52807024e-01  -6.66666668e-04   9.47105258e-01   4.88396031e+01
  9.20905718e+01   1.31437996e-01  -1.82663695e-02   9.52799988e-01  -6.66666668e-04   9.47082672e-01   4.88635660e+01
  9.21305678e+01   1.31422931e-01  -1.82663695e-02   9.52792953e-01  -6.66666668e-04   9.47060086e-01   4.88875306e+01
  9.21705639e+01   1.31407874e-01  -1.82663695e-02   9.52785919e-01  -6.66666668e-04   9.47037501e-01   4.89114969e+01
  9.22105600e+01   1.31392824e-01  -1.82663695e-02   9.52778884e-01  -6.66666668e-04   9.47014916e-01   4.89354649e+01
  9.22505561e+01   1.31377780e-01  -1.82663695e-02   9.52771850e-01  -6.66666668e-04   9.46992331e-01   4.89594345e+01
  9.22905522e+01   1.31362744e-01  -1.82663695e-02   9.52764816e-01  -6.66666668e-04   9.46969747e-01   4.89834059e+01
  9.23305482e+01   1.31347716e-01  -1.82663695e-02   9.52757783e-01  -6.66666668e-04   9.46947163e-01   4.90073789e+01
  9.23705443e+01   1.31332694e-01  -1.82663695e-02   9.52750749e-01  -6.66666668e-04   9.46924580e-01   4.90313536e+01
  9.24105404e+01   1.31317679e-01  -1.82663695e-02   9.52743716e-01  -6.66666668e-04   9.46901996e-01   4.90553299e+01
  9.24505365e+01   1.31302672e-01  -1.82663695e-02   9.52736683e-01  -6.66666668e-04   9.46879414e-01   4.90793080e+01
  9.24905326e+01   1.31287671e-01  -1.82663695e-02   9.52729651e-01  -6.66666668e-04   9.46856831e-01   4.91032877e+01
  9.25305287e+01   1.31272678e-01  -1.82663695e-02   9.52722618e-01  -6.66666668e-04   9.46834249e-01   4.91272691e+01
  9.25705247e+01   1.31257691e-01  -1.82663695e-02   9.52715586e-01  -6.66666668e-04   9.46811668e-01   4.91512522e+01
  9.26105208e+01   1.31242712e-01  -1.82663695e-02   9.52708554e-01  -6.66666668e-04   9.46789086e-01   4.91752370e+01
  9.26505169e+01   1.31227740e-01  -1.82663695e-02   9.52701523e-01  -6.66666668e-04   9.46766505e-01   4.91992235e+01
  9.26905130e+01   1.31212775e-01  -1.82663695e-02   9.52694491e-01  -6.66666668e-04   9.46743925e-01   4.92232116e+01
  9.27305091e+01   1.31197817e-01  -1.82663695e-02   9.52687460e-01  -6.66666668e-04   9.46721345e-01   4.92472014e+01
  9.27705051e+01   1.31182865e-01  -1.82663695e-02   9.52680429e-01  -6.66666668e-04   9.46698765e-01   4.92711929e+01
  9.28105012e+01   1.31167921e-01  -1.82663695e-02   9.52673399e-01  -6.66666668e-04   9.46676185e-01   4.92951861e+01
  9.28504973e+01   1.31152984e-01  -1.82663695e-02   9.52666368e-01  -6.66666668e-04   9.46653606e-01   4.93191809e+01
  9.28904934e+01   1.31138054e-01  -1.82663695e-02   9.52659338e-01  -6.66666668e-04   9.46631028e-01   4.93431774e+01
  9.29304895e+01   1.31123131e-01  -1.82663695e-02   9.52652309e-01  -6.66666668e-04   9.46608449e-01   4.93671756e+01
  9.29704856e+01   1.31108216e-01  -1.82663695e-02   9.52645279e-01  -6.66666668e-04   9.46585871e-01   4.93911755e+01
  9.30104816e+01   1.31093307e-01  -1.82663695e-02   9.52638250e-01  -6.66666668e-04   9.46563294e-01   4.94151771e+01
  9.30504777e+01   1.31078405e-01  -1.82663695e-02   9.52631221e-01  -6.66666668e-04   9.46540716e-01   4.94391803e+01
  9.30904738e+01   1.31063510e-01  -1.82663695e-02   9.52624192e-01  -6.66666668e-04   9.46518139e-01   4.94631852e+01
  9.31304699e+01   1.31048622e-01  -1.82663695e-02   9.52617163e-01  -6.66666668e-04   9.46495563e-01   4.94871918e+01
  9.31704660e+01   1.31033741e-01  -1.82663695e-02   9.52610135e-01  -6.66666668e-04   9.46472987e-01   4.95112001e+01
  9.32104620e+01   1.31018867e-01  -1.82663695e-02   9.52603107e-01  -6.66666668e-04   9.46450411e-01   4.95352100e+01
  9.32504581e+01   1.31004000e-01  -1.82663695e-02   9.52596079e-01  -6.66666668e-04   9.46427836e-01   4.95592216e+01
  9.32904542e+01   1.30989140e-01  -1.82663695e-02   9.52589052e-01  -6.66666668e-04   9.46405261e-01   4.95832349e+01
  9.33304503e+01   1.30974286e-01  -1.82663695e-02   9.52582024e-01  -6.66666668e-04   9.46382686e-01   4.96072498e+01
  9.33704464e+01   1.30959440e-01  -1.82663695e-02   9.52574997e-01  -6.66666668e-04   9.46360112e-01   4.96312664e+01
  9.34104424e+01   1.30944601e-01  -1.82663695e-02   9.52567971e-01  -6.66666668e-04   9.46337538e-01   4.96552847e+01
  9.34504385e+01   1.30929769e-01  -1.82663695e-02   9.52560944e-01  -6.66666668e-04   9.46314964e-01   4.96793047e+01
  9.34904346e+01   1.30914943e-01  -1.82663695e-02   9.52553918e-01  -6.66666668e-04   9.46292391e-01   4.97033264e+01
  9.35304307e+01   1.30900125e-01  -1.82663695e-02   9.52546892e-01  -6.66666668e-04   9.46269818e-01   4.97273497e+01
  9.35704268e+01   1.30885313e-01  -1.82663695e-02   9.52539866e-01  -6.66666668e-04   9.46247245e-01   4.97513747e+01
  9.36104229e+01   1.30870509e-01  -1.82663695e-02   9.52532841e-01  -6.66666668e-04   9.46224673e-01   4.97754013e+01
  9.36504189e+01   1.30855711e-01  -1.82663695e-02   9.52525815e-01  -6.66666668e-04   9.46202102e-01   4.97994296e+01
  9.36904150e+01   1.30840920e-01  -1.82663695e-02   9.52518790e-01  -6.66666668e-04   9.46179530e-01   4.98234596e+01
  9.37304111e+01   1.30826136e-01  -1.82663695e-02   9.52511766e-01  -6.66666668e-04   9.46156959e-01   4.98474913e+01
  9.37704072e+01   1.30811359e-01  -1.82663695e-02   9.52504741e-01  -6.66666668e-04   9.46134389e-01   4.98715246e+01
  9.38104033e+01   1.30796589e-01  -1.82663695e-02   9.52497717e-01  -6.66666668e-04   9.46111818e-01   4.98955597e+01
  9.38503993e+01   1.30781825e-01  -1.82663695e-02   9.52490693e-01  -6.66666668e-04   9.46089248e-01   4.99195963e+01
  9.38903954e+01   1.30767069e-01  -1.82663695e-02   9.52483669e-01  -6.66666668e-04   9.46066679e-01   4.99436347e+01
  9.39303915e+01   1.30752319e-01  -1.82663695e-02   9.52476646e-01  -6.66666668e-04   9.46044110e-01   4.99676747e+01
  9.39703876e+01   1.30737577e-01  -1.82663695e-02   9.52469622e-01  -6.66666668e-04   9.46021541e-01   4.99917164e+01
  9.40103837e+01   1.30722841e-01  -1.82663695e-02   9.52462599e-01  -6.66666668e-04   9.45998973e-01   5.00157597e+01
  9.40503798e+01   1.30708112e-01  -1.82663695e-02   9.52455577e-01  -6.66666668e-04   9.45976404e-01   5.00398047e+01
  9.40903758e+01   1.30693389e-01  -1.82663695e-02   9.52448554e-01  -6.66666668e-04   9.45953837e-01   5.00638514e+01
  9.41303719e+01   1.30678674e-01  -1.82663695e-02   9.52441532e-01  -6.66666668e-04   9.45931269e-01   5.00878998e+01
  9.41703680e+01   1.30663966e-01  -1.82663695e-02   9.52434510e-01  -6.66666668e-04   9.45908702e-01   5.01119498e+01
  9.42103641e+01   1.30649264e-01  -1.82663695e-02   9.52427488e-01  -6.66666668e-04   9.45886136e-01   5.01360015e+01
  9.42503602e+01   1.30634569e-01  -1.82663695e-02   9.52420467e-01  -6.66666668e-04   9.45863570e-01   5.01600548e+01
  9.42903562e+01   1.30619881e-01  -1.82663695e-02   9.52413445e-01  -6.66666668e-04   9.45841004e-01   5.01841098e+01
  9.43303523e+01   1.30605199e-01  -1.82663695e-02   9.52406424e-01  -6.66666668e-04   9.45818438e-01   5.02081665e+01
