N  np  isd iz0    thetainf           qinf
1 5001  0   0   9.66766111e-01   1.05470546e-01
        s0            us, m/s            q_s            theta_s        rho_w, kg/m^3      nu, m^2/s
  1.00000000e-09   4.00000000e+00   4.00000000e-04   2.00000000e-01   1.02000000e+03   1.56800000e-05
      pi0              pi1              pi2              pi3              pi5              pi6
  2.50000000e+00   8.27261483e-02   6.83211225e-01   2.70483712e-05   2.30952591e-05   6.34729156e+00
      pi7              pi8              pi9              pi12             pi13             pi17
  1.32279714e+00   5.69105691e-04   1.33151534e-02   2.65503332e-06   3.06250000e+00   2.70126199e-02
     zwt, m            z0, m           z_q, m            z1, m            h, m           g, m/s^2
  5.00000000e+00   2.44897959e-02   2.90364307e-07   9.79591837e-02   1.00000000e+00   9.80000000e+00
      Ceps1            Ceps2            Ceps3             alp              alpe            alpeps
  1.44000000e+00   1.92000000e+00   1.00000000e+00   3.00000000e-01   1.00000000e+00   7.70000000e-01
      alpv              alpT            sig0t             Cb               kp              u1log
  1.00000000e+00   1.00000000e+00   6.70000000e-01   1.80000000e+00   4.32449982e-01   3.20567561e+00
    Rd, J/kg/K       Rv, J/kg/K       cw, J/kg/K      cpd, J/kg/K          kd              sigma
  2.87000000e+02   4.61510000e+02   4.21800000e+03   1.00500000e+03   2.85714286e-01   8.66949654e+02
      T0, K            P0, Pa       rho_d0, kg/m^3     D0, m^2/s       K0, J/m/s/K        pvs0, Pa
  3.00000000e+02   1.01300000e+05   1.17653891e+00   2.59664363e-05   2.62160000e-02   3.56710931e+03
        q0            l0, J/kg         Rmin, m          Rmax, m           r0, m           a0, m/s
  2.18981665e-02   2.45000000e+06   6.00000000e-05   6.00000000e-05   6.00000000e-05   3.30904593e-01
  5.89901584e+00   1.62734766e+01   9.99999981e-01   3.27990086e+00   1.12594479e-02   3.76928013e-01  -1.30134641e-01
  5.93901192e+00   1.62886376e+01   9.99999981e-01   3.28007234e+00   1.13616399e-02   3.74374205e-01  -1.29272443e-01
  5.97900800e+00   1.63036947e+01   9.99999981e-01   3.28024419e+00   1.14638673e-02   3.71854648e-01  -1.28421779e-01
  6.01900408e+00   1.63186493e+01   9.99999981e-01   3.28041639e+00   1.15661296e-02   3.69368658e-01  -1.27582417e-01
  6.05900016e+00   1.63335027e+01   9.99999982e-01   3.28058894e+00   1.16684264e-02   3.66915570e-01  -1.26754134e-01
  6.09899624e+00   1.63482563e+01   9.99999982e-01   3.28076185e+00   1.17707574e-02   3.64494737e-01  -1.25936712e-01
  6.13899233e+00   1.63629114e+01   9.99999982e-01   3.28093510e+00   1.18731221e-02   3.62105526e-01  -1.25129937e-01
  6.17898841e+00   1.63774692e+01   9.99999982e-01   3.28110869e+00   1.19755202e-02   3.59747323e-01  -1.24333604e-01
  6.21898449e+00   1.63919310e+01   9.99999983e-01   3.28128262e+00   1.20779513e-02   3.57419529e-01  -1.23547511e-01
  6.25898057e+00   1.64062981e+01   9.99999983e-01   3.28145688e+00   1.21804151e-02   3.55121561e-01  -1.22771460e-01
  6.29897665e+00   1.64205716e+01   9.99999983e-01   3.28163146e+00   1.22829110e-02   3.52852849e-01  -1.22005262e-01
  6.33897273e+00   1.64347528e+01   9.99999983e-01   3.28180638e+00   1.23854388e-02   3.50612840e-01  -1.21248728e-01
  6.37896882e+00   1.64488428e+01   9.99999983e-01   3.28198161e+00   1.24879981e-02   3.48400993e-01  -1.20501678e-01
  6.41896490e+00   1.64628427e+01   9.99999984e-01   3.28215716e+00   1.25905885e-02   3.46216781e-01  -1.19763933e-01
  6.45896098e+00   1.64767537e+01   9.99999984e-01   3.28233302e+00   1.26932096e-02   3.44059690e-01  -1.19035321e-01
  6.49895706e+00   1.64905768e+01   9.99999984e-01   3.28250919e+00   1.27958612e-02   3.41929218e-01  -1.18315672e-01
  6.53895314e+00   1.65043132e+01   9.99999984e-01   3.28268566e+00   1.28985427e-02   3.39824877e-01  -1.17604823e-01
  6.57894922e+00   1.65179639e+01   9.99999984e-01   3.28286243e+00   1.30012540e-02   3.37746190e-01  -1.16902613e-01
  6.61894531e+00   1.65315299e+01   9.99999985e-01   3.28303951e+00   1.31039945e-02   3.35692691e-01  -1.16208885e-01
  6.65894139e+00   1.65450123e+01   9.99999985e-01   3.28321687e+00   1.32067641e-02   3.33663925e-01  -1.15523486e-01
  6.69893747e+00   1.65584121e+01   9.99999985e-01   3.28339453e+00   1.33095622e-02   3.31659450e-01  -1.14846266e-01
  6.73893355e+00   1.65717302e+01   9.99999985e-01   3.28357247e+00   1.34123886e-02   3.29678831e-01  -1.14177080e-01
  6.77892963e+00   1.65849676e+01   9.99999985e-01   3.28375069e+00   1.35152429e-02   3.27721648e-01  -1.13515786e-01
  6.81892571e+00   1.65981253e+01   9.99999986e-01   3.28392920e+00   1.36181249e-02   3.25787485e-01  -1.12862245e-01
  6.85892180e+00   1.66112043e+01   9.99999986e-01   3.28410798e+00   1.37210340e-02   3.23875942e-01  -1.12216321e-01
  6.89891788e+00   1.66242053e+01   9.99999986e-01   3.28428704e+00   1.38239701e-02   3.21986622e-01  -1.11577881e-01
  6.93891396e+00   1.66371294e+01   9.99999986e-01   3.28446637e+00   1.39269328e-02   3.20119143e-01  -1.10946796e-01
  6.97891004e+00   1.66499774e+01   9.99999986e-01   3.28464596e+00   1.40299217e-02   3.18273128e-01  -1.10322939e-01
  7.01890612e+00   1.66627502e+01   9.99999986e-01   3.28482582e+00   1.41329365e-02   3.16448209e-01  -1.09706186e-01
  7.05890220e+00   1.66754486e+01   9.99999987e-01   3.28500594e+00   1.42359770e-02   3.14644028e-01  -1.09096418e-01
  7.09889829e+00   1.66880735e+01   9.99999987e-01   3.28518632e+00   1.43390427e-02   3.12860234e-01  -1.08493515e-01
  7.13889437e+00   1.67006257e+01   9.99999987e-01   3.28536695e+00   1.44421333e-02   3.11096483e-01  -1.07897362e-01
  7.17889045e+00   1.67131060e+01   9.99999987e-01   3.28554783e+00   1.45452486e-02   3.09352441e-01  -1.07307847e-01
  7.21888653e+00   1.67255152e+01   9.99999987e-01   3.28572897e+00   1.46483883e-02   3.07627779e-01  -1.06724858e-01
  7.25888261e+00   1.67378542e+01   9.99999987e-01   3.28591035e+00   1.47515519e-02   3.05922177e-01  -1.06148289e-01
  7.29887869e+00   1.67501237e+01   9.99999987e-01   3.28609198e+00   1.48547392e-02   3.04235320e-01  -1.05578032e-01
  7.33887478e+00   1.67623244e+01   9.99999988e-01   3.28627384e+00   1.49579499e-02   3.02566903e-01  -1.05013986e-01
  7.37887086e+00   1.67744570e+01   9.99999988e-01   3.28645595e+00   1.50611837e-02   3.00916625e-01  -1.04456048e-01
  7.41886694e+00   1.67865225e+01   9.99999988e-01   3.28663829e+00   1.51644402e-02   2.99284192e-01  -1.03904121e-01
  7.45886302e+00   1.67985213e+01   9.99999988e-01   3.28682087e+00   1.52677193e-02   2.97669316e-01  -1.03358107e-01
  7.49885910e+00   1.68104544e+01   9.99999988e-01   3.28700367e+00   1.53710205e-02   2.96071718e-01  -1.02817911e-01
  7.53885518e+00   1.68223223e+01   9.99999988e-01   3.28718671e+00   1.54743436e-02   2.94491120e-01  -1.02283442e-01
  7.57885127e+00   1.68341258e+01   9.99999988e-01   3.28736997e+00   1.55776882e-02   2.92927255e-01  -1.01754607e-01
  7.61884735e+00   1.68458655e+01   9.99999989e-01   3.28755345e+00   1.56810542e-02   2.91379857e-01  -1.01231319e-01
  7.65884343e+00   1.68575421e+01   9.99999989e-01   3.28773716e+00   1.57844411e-02   2.89848670e-01  -1.00713491e-01
  7.69883951e+00   1.68691563e+01   9.99999989e-01   3.28792108e+00   1.58878488e-02   2.88333439e-01  -1.00201037e-01
  7.73883559e+00   1.68807087e+01   9.99999989e-01   3.28810522e+00   1.59912769e-02   2.86833917e-01  -9.96938733e-02
  7.77883167e+00   1.68922000e+01   9.99999989e-01   3.28828957e+00   1.60947251e-02   2.85349862e-01  -9.91919193e-02
  7.81882776e+00   1.69036307e+01   9.99999989e-01   3.28847414e+00   1.61981931e-02   2.83881036e-01  -9.86950946e-02
  7.85882384e+00   1.69150016e+01   9.99999989e-01   3.28865891e+00   1.63016808e-02   2.82427205e-01  -9.82033207e-02
  7.89881992e+00   1.69263132e+01   9.99999989e-01   3.28884390e+00   1.64051877e-02   2.80988143e-01  -9.77165209e-02
  7.93881600e+00   1.69375660e+01   9.99999990e-01   3.28902908e+00   1.65087136e-02   2.79563626e-01  -9.72346201e-02
  7.97881208e+00   1.69487608e+01   9.99999990e-01   3.28921447e+00   1.66122583e-02   2.78153434e-01  -9.67575444e-02
  8.01880816e+00   1.69598981e+01   9.99999990e-01   3.28940007e+00   1.67158214e-02   2.76757353e-01  -9.62852216e-02
  8.05880424e+00   1.69709784e+01   9.99999990e-01   3.28958586e+00   1.68194028e-02   2.75375173e-01  -9.58175809e-02
  8.09880033e+00   1.69820024e+01   9.99999990e-01   3.28977184e+00   1.69230020e-02   2.74006687e-01  -9.53545529e-02
  8.13879641e+00   1.69929705e+01   9.99999990e-01   3.28995802e+00   1.70266189e-02   2.72651694e-01  -9.48960695e-02
  8.17879249e+00   1.70038833e+01   9.99999990e-01   3.29014440e+00   1.71302532e-02   2.71309995e-01  -9.44420640e-02
  8.21878857e+00   1.70147415e+01   9.99999990e-01   3.29033096e+00   1.72339047e-02   2.69981396e-01  -9.39924711e-02
  8.25878465e+00   1.70255454e+01   9.99999990e-01   3.29051772e+00   1.73375730e-02   2.68665706e-01  -9.35472265e-02
  8.29878073e+00   1.70362957e+01   9.99999991e-01   3.29070466e+00   1.74412579e-02   2.67362738e-01  -9.31062673e-02
  8.33877682e+00   1.70469928e+01   9.99999991e-01   3.29089178e+00   1.75449591e-02   2.66072310e-01  -9.26695319e-02
  8.37877290e+00   1.70576372e+01   9.99999991e-01   3.29107909e+00   1.76486764e-02   2.64794241e-01  -9.22369597e-02
  8.41876898e+00   1.70682295e+01   9.99999991e-01   3.29126658e+00   1.77524096e-02   2.63528356e-01  -9.18084913e-02
  8.45876506e+00   1.70787702e+01   9.99999991e-01   3.29145425e+00   1.78561584e-02   2.62274480e-01  -9.13840685e-02
  8.49876114e+00   1.70892597e+01   9.99999991e-01   3.29164209e+00   1.79599224e-02   2.61032444e-01  -9.09636342e-02
  8.53875722e+00   1.70996986e+01   9.99999991e-01   3.29183012e+00   1.80637016e-02   2.59802083e-01  -9.05471322e-02
  8.57875331e+00   1.71100872e+01   9.99999991e-01   3.29201831e+00   1.81674956e-02   2.58583231e-01  -9.01345076e-02
  8.61874939e+00   1.71204261e+01   9.99999991e-01   3.29220668e+00   1.82713041e-02   2.57375729e-01  -8.97257062e-02
  8.65874547e+00   1.71307157e+01   9.99999991e-01   3.29239522e+00   1.83751270e-02   2.56179420e-01  -8.93206752e-02
  8.69874155e+00   1.71409565e+01   9.99999992e-01   3.29258393e+00   1.84789640e-02   2.54994148e-01  -8.89193624e-02
  8.73873763e+00   1.71511489e+01   9.99999992e-01   3.29277280e+00   1.85828149e-02   2.53819763e-01  -8.85217168e-02
  8.77873371e+00   1.71612935e+01   9.99999992e-01   3.29296184e+00   1.86866794e-02   2.52656114e-01  -8.81276883e-02
  8.81872980e+00   1.71713905e+01   9.99999992e-01   3.29315104e+00   1.87905572e-02   2.51503056e-01  -8.77372275e-02
  8.85872588e+00   1.71814404e+01   9.99999992e-01   3.29334041e+00   1.88944482e-02   2.50360445e-01  -8.73502861e-02
  8.89872196e+00   1.71914438e+01   9.99999992e-01   3.29352994e+00   1.89983520e-02   2.49228141e-01  -8.69668167e-02
  8.93871804e+00   1.72014009e+01   9.99999992e-01   3.29371962e+00   1.91022686e-02   2.48106004e-01  -8.65867726e-02
  8.97871412e+00   1.72113122e+01   9.99999992e-01   3.29390947e+00   1.92061975e-02   2.46993898e-01  -8.62101080e-02
  9.01871020e+00   1.72211781e+01   9.99999992e-01   3.29409947e+00   1.93101387e-02   2.45891691e-01  -8.58367779e-02
  9.05870629e+00   1.72309991e+01   9.99999992e-01   3.29428962e+00   1.94140919e-02   2.44799250e-01  -8.54667382e-02
  9.09870237e+00   1.72407754e+01   9.99999992e-01   3.29447993e+00   1.95180568e-02   2.43716447e-01  -8.50999454e-02
  9.13869845e+00   1.72505076e+01   9.99999992e-01   3.29467038e+00   1.96220332e-02   2.42643155e-01  -8.47363569e-02
  9.17869453e+00   1.72601959e+01   9.99999993e-01   3.29486099e+00   1.97260209e-02   2.41579250e-01  -8.43759307e-02
  9.21869061e+00   1.72698408e+01   9.99999993e-01   3.29505175e+00   1.98300196e-02   2.40524609e-01  -8.40186257e-02
  9.25868669e+00   1.72794427e+01   9.99999993e-01   3.29524265e+00   1.99340293e-02   2.39479112e-01  -8.36644014e-02
  9.29868278e+00   1.72890018e+01   9.99999993e-01   3.29543370e+00   2.00380495e-02   2.38442640e-01  -8.33132181e-02
  9.33867886e+00   1.72985187e+01   9.99999993e-01   3.29562490e+00   2.01420802e-02   2.37415079e-01  -8.29650365e-02
  9.37867494e+00   1.73079936e+01   9.99999993e-01   3.29581623e+00   2.02461210e-02   2.36396313e-01  -8.26198184e-02
  9.41867102e+00   1.73174269e+01   9.99999993e-01   3.29600771e+00   2.03501718e-02   2.35386230e-01  -8.22775259e-02
  9.45866710e+00   1.73268190e+01   9.99999993e-01   3.29619933e+00   2.04542324e-02   2.34384721e-01  -8.19381220e-02
  9.49866318e+00   1.73361702e+01   9.99999993e-01   3.29639109e+00   2.05583025e-02   2.33391677e-01  -8.16015700e-02
  9.53865927e+00   1.73454808e+01   9.99999993e-01   3.29658298e+00   2.06623819e-02   2.32406990e-01  -8.12678342e-02
  9.57865535e+00   1.73547513e+01   9.99999993e-01   3.29677501e+00   2.07664705e-02   2.31430557e-01  -8.09368792e-02
  9.61865143e+00   1.73639819e+01   9.99999993e-01   3.29696718e+00   2.08705679e-02   2.30462274e-01  -8.06086703e-02
  9.65864751e+00   1.73731729e+01   9.99999993e-01   3.29715948e+00   2.09746741e-02   2.29502040e-01  -8.02831734e-02
  9.69864359e+00   1.73823247e+01   9.99999993e-01   3.29735191e+00   2.10787888e-02   2.28549755e-01  -7.99603548e-02
  9.73863967e+00   1.73914377e+01   9.99999994e-01   3.29754448e+00   2.11829117e-02   2.27605321e-01  -7.96401817e-02
  9.77863576e+00   1.74005120e+01   9.99999994e-01   3.29773717e+00   2.12870427e-02   2.26668642e-01  -7.93226216e-02
  9.81863184e+00   1.74095482e+01   9.99999994e-01   3.29792999e+00   2.13911816e-02   2.25739622e-01  -7.90076423e-02
  9.85862792e+00   1.74185463e+01   9.99999994e-01   3.29812294e+00   2.14953282e-02   2.24818169e-01  -7.86952127e-02
  9.89862400e+00   1.74275069e+01   9.99999994e-01   3.29831602e+00   2.15994822e-02   2.23904190e-01  -7.83853017e-02
  9.93862008e+00   1.74364301e+01   9.99999994e-01   3.29850922e+00   2.17036435e-02   2.22997595e-01  -7.80778789e-02
  9.97861616e+00   1.74453163e+01   9.99999994e-01   3.29870255e+00   2.18078119e-02   2.22098296e-01  -7.77729143e-02
  1.00186122e+01   1.74541658e+01   9.99999994e-01   3.29889600e+00   2.19119872e-02   2.21206205e-01  -7.74703786e-02
  1.00586083e+01   1.74629789e+01   9.99999994e-01   3.29908957e+00   2.20161691e-02   2.20321235e-01  -7.71702428e-02
  1.00986044e+01   1.74717558e+01   9.99999994e-01   3.29928326e+00   2.21203575e-02   2.19443302e-01  -7.68724782e-02
  1.01386005e+01   1.74804968e+01   9.99999994e-01   3.29947707e+00   2.22245522e-02   2.18572323e-01  -7.65770569e-02
  1.01785966e+01   1.74892023e+01   9.99999994e-01   3.29967100e+00   2.23287530e-02   2.17708215e-01  -7.62839512e-02
  1.02185927e+01   1.74978725e+01   9.99999994e-01   3.29986504e+00   2.24329598e-02   2.16850898e-01  -7.59931340e-02
  1.02585887e+01   1.75065076e+01   9.99999994e-01   3.30005920e+00   2.25371722e-02   2.16000292e-01  -7.57045783e-02
  1.02985848e+01   1.75151081e+01   9.99999994e-01   3.30025348e+00   2.26413901e-02   2.15156319e-01  -7.54182579e-02
  1.03385809e+01   1.75236740e+01   9.99999994e-01   3.30044787e+00   2.27456134e-02   2.14318902e-01  -7.51341468e-02
  1.03785770e+01   1.75322058e+01   9.99999995e-01   3.30064238e+00   2.28498419e-02   2.13487965e-01  -7.48522195e-02
  1.04185731e+01   1.75407035e+01   9.99999995e-01   3.30083699e+00   2.29540753e-02   2.12663433e-01  -7.45724508e-02
  1.04585691e+01   1.75491677e+01   9.99999995e-01   3.30103172e+00   2.30583135e-02   2.11845233e-01  -7.42948160e-02
  1.04985652e+01   1.75575984e+01   9.99999995e-01   3.30122656e+00   2.31625562e-02   2.11033291e-01  -7.40192905e-02
  1.05385613e+01   1.75659959e+01   9.99999995e-01   3.30142150e+00   2.32668034e-02   2.10227538e-01  -7.37458505e-02
  1.05785574e+01   1.75743605e+01   9.99999995e-01   3.30161655e+00   2.33710549e-02   2.09427902e-01  -7.34744723e-02
  1.06185535e+01   1.75826924e+01   9.99999995e-01   3.30181171e+00   2.34753103e-02   2.08634314e-01  -7.32051325e-02
  1.06585496e+01   1.75909920e+01   9.99999995e-01   3.30200698e+00   2.35795697e-02   2.07846707e-01  -7.29378081e-02
  1.06985456e+01   1.75992593e+01   9.99999995e-01   3.30220235e+00   2.36838327e-02   2.07065012e-01  -7.26724767e-02
  1.07385417e+01   1.76074947e+01   9.99999995e-01   3.30239783e+00   2.37880992e-02   2.06289164e-01  -7.24091158e-02
  1.07785378e+01   1.76156984e+01   9.99999995e-01   3.30259341e+00   2.38923691e-02   2.05519098e-01  -7.21477036e-02
  1.08185339e+01   1.76238707e+01   9.99999995e-01   3.30278909e+00   2.39966421e-02   2.04754750e-01  -7.18882185e-02
  1.08585300e+01   1.76320117e+01   9.99999995e-01   3.30298487e+00   2.41009182e-02   2.03996055e-01  -7.16306391e-02
  1.08985260e+01   1.76401218e+01   9.99999995e-01   3.30318075e+00   2.42051970e-02   2.03242952e-01  -7.13749445e-02
  1.09385221e+01   1.76482010e+01   9.99999995e-01   3.30337673e+00   2.43094785e-02   2.02495380e-01  -7.11211139e-02
  1.09785182e+01   1.76562497e+01   9.99999995e-01   3.30357281e+00   2.44137625e-02   2.01753277e-01  -7.08691270e-02
  1.10185143e+01   1.76642681e+01   9.99999995e-01   3.30376899e+00   2.45180487e-02   2.01016585e-01  -7.06189637e-02
  1.10585104e+01   1.76722564e+01   9.99999995e-01   3.30396526e+00   2.46223371e-02   2.00285244e-01  -7.03706043e-02
  1.10985064e+01   1.76802148e+01   9.99999995e-01   3.30416163e+00   2.47266274e-02   1.99559196e-01  -7.01240292e-02
  1.11385025e+01   1.76881436e+01   9.99999995e-01   3.30435809e+00   2.48309196e-02   1.98838385e-01  -6.98792191e-02
  1.11784986e+01   1.76960429e+01   9.99999996e-01   3.30455465e+00   2.49352133e-02   1.98122754e-01  -6.96361552e-02
  1.12184947e+01   1.77039129e+01   9.99999996e-01   3.30475130e+00   2.50395085e-02   1.97412248e-01  -6.93948188e-02
  1.12584908e+01   1.77117539e+01   9.99999996e-01   3.30494805e+00   2.51438050e-02   1.96706812e-01  -6.91551914e-02
  1.12984869e+01   1.77195661e+01   9.99999996e-01   3.30514488e+00   2.52481027e-02   1.96006391e-01  -6.89172549e-02
  1.13384829e+01   1.77273497e+01   9.99999996e-01   3.30534181e+00   2.53524013e-02   1.95310934e-01  -6.86809914e-02
  1.13784790e+01   1.77351049e+01   9.99999996e-01   3.30553883e+00   2.54567007e-02   1.94620387e-01  -6.84463832e-02
  1.14184751e+01   1.77428318e+01   9.99999996e-01   3.30573593e+00   2.55610008e-02   1.93934699e-01  -6.82134130e-02
  1.14584712e+01   1.77505307e+01   9.99999996e-01   3.30593312e+00   2.56653013e-02   1.93253818e-01  -6.79820635e-02
  1.14984673e+01   1.77582018e+01   9.99999996e-01   3.30613040e+00   2.57696022e-02   1.92577695e-01  -6.77523180e-02
  1.15384633e+01   1.77658452e+01   9.99999996e-01   3.30632777e+00   2.58739033e-02   1.91906281e-01  -6.75241596e-02
  1.15784594e+01   1.77734613e+01   9.99999996e-01   3.30652522e+00   2.59782043e-02   1.91239525e-01  -6.72975720e-02
  1.16184555e+01   1.77810500e+01   9.99999996e-01   3.30672276e+00   2.60825052e-02   1.90577380e-01  -6.70725390e-02
  1.16584516e+01   1.77886117e+01   9.99999996e-01   3.30692038e+00   2.61868058e-02   1.89919799e-01  -6.68490444e-02
  1.16984477e+01   1.77961466e+01   9.99999996e-01   3.30711809e+00   2.62911060e-02   1.89266735e-01  -6.66270726e-02
  1.17384438e+01   1.78036547e+01   9.99999996e-01   3.30731588e+00   2.63954055e-02   1.88618140e-01  -6.64066079e-02
  1.17784398e+01   1.78111363e+01   9.99999996e-01   3.30751375e+00   2.64997043e-02   1.87973971e-01  -6.61876351e-02
  1.18184359e+01   1.78185917e+01   9.99999996e-01   3.30771170e+00   2.66040021e-02   1.87334181e-01  -6.59701389e-02
  1.18584320e+01   1.78260208e+01   9.99999996e-01   3.30790973e+00   2.67082989e-02   1.86698727e-01  -6.57541045e-02
  1.18984281e+01   1.78334240e+01   9.99999996e-01   3.30810785e+00   2.68125945e-02   1.86067564e-01  -6.55395170e-02
  1.19384242e+01   1.78408014e+01   9.99999996e-01   3.30830604e+00   2.69168887e-02   1.85440650e-01  -6.53263620e-02
  1.19784202e+01   1.78481532e+01   9.99999996e-01   3.30850431e+00   2.70211814e-02   1.84817942e-01  -6.51146250e-02
  1.20184163e+01   1.78554795e+01   9.99999996e-01   3.30870266e+00   2.71254724e-02   1.84199397e-01  -6.49042920e-02
  1.20584124e+01   1.78627805e+01   9.99999996e-01   3.30890108e+00   2.72297616e-02   1.83584975e-01  -6.46953490e-02
  1.20984085e+01   1.78700564e+01   9.99999996e-01   3.30909958e+00   2.73340488e-02   1.82974633e-01  -6.44877821e-02
  1.21384046e+01   1.78773074e+01   9.99999996e-01   3.30929816e+00   2.74383339e-02   1.82368333e-01  -6.42815778e-02
  1.21784007e+01   1.78845336e+01   9.99999996e-01   3.30949681e+00   2.75426168e-02   1.81766034e-01  -6.40767226e-02
  1.22183967e+01   1.78917352e+01   9.99999997e-01   3.30969553e+00   2.76468973e-02   1.81167696e-01  -6.38732033e-02
  1.22583928e+01   1.78989123e+01   9.99999997e-01   3.30989433e+00   2.77511752e-02   1.80573282e-01  -6.36710069e-02
  1.22983889e+01   1.79060651e+01   9.99999997e-01   3.31009320e+00   2.78554505e-02   1.79982752e-01  -6.34701203e-02
  1.23383850e+01   1.79131938e+01   9.99999997e-01   3.31029215e+00   2.79597229e-02   1.79396068e-01  -6.32705309e-02
  1.23783811e+01   1.79202985e+01   9.99999997e-01   3.31049116e+00   2.80639924e-02   1.78813194e-01  -6.30722262e-02
  1.24183771e+01   1.79273793e+01   9.99999997e-01   3.31069025e+00   2.81682587e-02   1.78234092e-01  -6.28751936e-02
  1.24583732e+01   1.79344365e+01   9.99999997e-01   3.31088941e+00   2.82725219e-02   1.77658726e-01  -6.26794209e-02
  1.24983693e+01   1.79414702e+01   9.99999997e-01   3.31108863e+00   2.83767816e-02   1.77087061e-01  -6.24848961e-02
  1.25383654e+01   1.79484805e+01   9.99999997e-01   3.31128793e+00   2.84810378e-02   1.76519060e-01  -6.22916072e-02
  1.25783615e+01   1.79554676e+01   9.99999997e-01   3.31148729e+00   2.85852904e-02   1.75954689e-01  -6.20995423e-02
  1.26183576e+01   1.79624316e+01   9.99999997e-01   3.31168672e+00   2.86895391e-02   1.75393913e-01  -6.19086900e-02
  1.26583536e+01   1.79693727e+01   9.99999997e-01   3.31188622e+00   2.87937839e-02   1.74836698e-01  -6.17190386e-02
  1.26983497e+01   1.79762910e+01   9.99999997e-01   3.31208579e+00   2.88980247e-02   1.74283010e-01  -6.15305769e-02
  1.27383458e+01   1.79831867e+01   9.99999997e-01   3.31228542e+00   2.90022612e-02   1.73732817e-01  -6.13432935e-02
  1.27783419e+01   1.79900599e+01   9.99999997e-01   3.31248511e+00   2.91064934e-02   1.73186084e-01  -6.11571776e-02
  1.28183380e+01   1.79969108e+01   9.99999997e-01   3.31268487e+00   2.92107212e-02   1.72642780e-01  -6.09722181e-02
  1.28583340e+01   1.80037394e+01   9.99999997e-01   3.31288470e+00   2.93149443e-02   1.72102873e-01  -6.07884042e-02
  1.28983301e+01   1.80105459e+01   9.99999997e-01   3.31308459e+00   2.94191627e-02   1.71566331e-01  -6.06057253e-02
  1.29383262e+01   1.80173305e+01   9.99999997e-01   3.31328454e+00   2.95233762e-02   1.71033122e-01  -6.04241708e-02
  1.29783223e+01   1.80240934e+01   9.99999997e-01   3.31348455e+00   2.96275847e-02   1.70503217e-01  -6.02437304e-02
  1.30183184e+01   1.80308345e+01   9.99999997e-01   3.31368463e+00   2.97317882e-02   1.69976584e-01  -6.00643939e-02
  1.30583144e+01   1.80375541e+01   9.99999997e-01   3.31388476e+00   2.98359863e-02   1.69453193e-01  -5.98861509e-02
  1.30983105e+01   1.80442524e+01   9.99999997e-01   3.31408496e+00   2.99401791e-02   1.68933014e-01  -5.97089917e-02
  1.31383066e+01   1.80509293e+01   9.99999997e-01   3.31428522e+00   3.00443663e-02   1.68416019e-01  -5.95329061e-02
  1.31783027e+01   1.80575852e+01   9.99999997e-01   3.31448553e+00   3.01485480e-02   1.67902178e-01  -5.93578846e-02
  1.32182988e+01   1.80642200e+01   9.99999997e-01   3.31468591e+00   3.02527238e-02   1.67391462e-01  -5.91839173e-02
  1.32582949e+01   1.80708339e+01   9.99999997e-01   3.31488634e+00   3.03568938e-02   1.66883844e-01  -5.90109948e-02
  1.32982909e+01   1.80774271e+01   9.99999997e-01   3.31508683e+00   3.04610577e-02   1.66379294e-01  -5.88391077e-02
  1.33382870e+01   1.80839996e+01   9.99999997e-01   3.31528738e+00   3.05652155e-02   1.65877786e-01  -5.86682466e-02
  1.33782831e+01   1.80905517e+01   9.99999997e-01   3.31548799e+00   3.06693671e-02   1.65379292e-01  -5.84984024e-02
  1.34182792e+01   1.80970833e+01   9.99999997e-01   3.31568865e+00   3.07735123e-02   1.64883786e-01  -5.83295659e-02
  1.34582753e+01   1.81035947e+01   9.99999997e-01   3.31588937e+00   3.08776509e-02   1.64391239e-01  -5.81617281e-02
  1.34982713e+01   1.81100860e+01   9.99999997e-01   3.31609014e+00   3.09817829e-02   1.63901627e-01  -5.79948803e-02
  1.35382674e+01   1.81165572e+01   9.99999997e-01   3.31629097e+00   3.10859082e-02   1.63414923e-01  -5.78290136e-02
  1.35782635e+01   1.81230086e+01   9.99999997e-01   3.31649185e+00   3.11900266e-02   1.62931101e-01  -5.76641193e-02
  1.36182596e+01   1.81294402e+01   9.99999997e-01   3.31669279e+00   3.12941380e-02   1.62450136e-01  -5.75001889e-02
  1.36582557e+01   1.81358521e+01   9.99999998e-01   3.31689377e+00   3.13982423e-02   1.61972003e-01  -5.73372139e-02
  1.36982518e+01   1.81422444e+01   9.99999998e-01   3.31709482e+00   3.15023394e-02   1.61496677e-01  -5.71751859e-02
  1.37382478e+01   1.81486173e+01   9.99999998e-01   3.31729591e+00   3.16064291e-02   1.61024133e-01  -5.70140968e-02
  1.37782439e+01   1.81549709e+01   9.99999998e-01   3.31749705e+00   3.17105113e-02   1.60554347e-01  -5.68539382e-02
  1.38182400e+01   1.81613053e+01   9.99999998e-01   3.31769825e+00   3.18145860e-02   1.60087295e-01  -5.66947022e-02
  1.38582361e+01   1.81676206e+01   9.99999998e-01   3.31789950e+00   3.19186529e-02   1.59622953e-01  -5.65363808e-02
  1.38982322e+01   1.81739169e+01   9.99999998e-01   3.31810079e+00   3.20227121e-02   1.59161299e-01  -5.63789660e-02
  1.39382282e+01   1.81801943e+01   9.99999998e-01   3.31830214e+00   3.21267633e-02   1.58702308e-01  -5.62224500e-02
